Report Date,Year,Month,ISO3,Country or Area Name,Country Type,Daily Arrivals Land,Daily Arrivals Sea,Daily Arrivals Total,Cumulative Land,Cumulative Sea,Cumulative Total
10/5/2024,2024,5,MNE,Montenegro,Other,16,0,16,"1,105",0,"1,105"
11/5/2024,2024,5,MNE,Montenegro,Other,14,0,14,"1,119",0,"1,119"
13/5/2024,2024,5,MNE,Montenegro,Other,6,0,6,"1,125",0,"1,125"
14/5/2024,2024,5,MNE,Montenegro,Other,16,0,16,"1,141",0,"1,141"
15/5/2024,2024,5,MNE,Montenegro,Other,20,0,20,"1,161",0,"1,161"
16/5/2024,2024,5,MNE,Montenegro,Other,16,0,16,"1,177",0,"1,177"
17/5/2024,2024,5,MNE,Montenegro,Other,8,0,8,"1,185",0,"1,185"
18/5/2024,2024,5,MNE,Montenegro,Other,13,0,13,"1,198",0,"1,198"
19/5/2024,2024,5,MNE,Montenegro,Other,10,0,10,"1,208",0,"1,208"
20/5/2024,2024,5,MNE,Montenegro,Other,4,0,4,"1,212",0,"1,212"
21/5/2024,2024,5,MNE,Montenegro,Other,10,0,10,"1,222",0,"1,222"
22/5/2024,2024,5,MNE,Montenegro,Other,18,0,18,"1,240",0,"1,240"
24/5/2024,2024,5,MNE,Montenegro,Other,5,0,5,"1,245",0,"1,245"
26/5/2024,2024,5,MNE,Montenegro,Other,36,0,36,"1,281",0,"1,281"
27/5/2024,2024,5,MNE,Montenegro,Other,3,0,3,"1,284",0,"1,284"
29/5/2024,2024,5,MNE,Montenegro,Other,16,0,16,"1,300",0,"1,300"
30/5/2024,2024,5,MNE,Montenegro,Other,20,0,20,"1,320",0,"1,320"
31/5/2024,2024,5,MNE,Montenegro,Other,15,0,15,"1,335",0,"1,335"
2/6/2024,2024,6,MNE,Montenegro,Other,2,0,2,"1,337",0,"1,337"
3/6/2024,2024,6,MNE,Montenegro,Other,12,0,12,"1,349",0,"1,349"
4/6/2024,2024,6,MNE,Montenegro,Other,7,0,7,"1,356",0,"1,356"
5/6/2024,2024,6,MNE,Montenegro,Other,25,0,25,"1,381",0,"1,381"
6/6/2024,2024,6,MNE,Montenegro,Other,5,0,5,"1,386",0,"1,386"
8/6/2024,2024,6,MNE,Montenegro,Other,10,0,10,"1,396",0,"1,396"
9/6/2024,2024,6,MNE,Montenegro,Other,7,0,7,"1,403",0,"1,403"
10/6/2024,2024,6,MNE,Montenegro,Other,12,0,12,"1,415",0,"1,415"
11/6/2024,2024,6,MNE,Montenegro,Other,6,0,6,"1,421",0,"1,421"
12/6/2024,2024,6,MNE,Montenegro,Other,11,0,11,"1,432",0,"1,432"
13/6/2024,2024,6,MNE,Montenegro,Other,21,0,21,"1,453",0,"1,453"
14/6/2024,2024,6,MNE,Montenegro,Other,1,0,1,"1,454",0,"1,454"
15/6/2024,2024,6,MNE,Montenegro,Other,32,0,32,"1,486",0,"1,486"
16/6/2024,2024,6,MNE,Montenegro,Other,19,0,19,"1,505",0,"1,505"
17/6/2024,2024,6,MNE,Montenegro,Other,3,0,3,"1,508",0,"1,508"
18/6/2024,2024,6,MNE,Montenegro,Other,21,0,21,"1,529",0,"1,529"
20/6/2024,2024,6,MNE,Montenegro,Other,25,0,25,"1,554",0,"1,554"
23/6/2024,2024,6,MNE,Montenegro,Other,5,0,5,"1,559",0,"1,559"
24/6/2024,2024,6,MNE,Montenegro,Other,21,0,21,"1,580",0,"1,580"
25/6/2024,2024,6,MNE,Montenegro,Other,15,0,15,"1,595",0,"1,595"
26/6/2024,2024,6,MNE,Montenegro,Other,1,0,1,"1,596",0,"1,596"
27/6/2024,2024,6,MNE,Montenegro,Other,12,0,12,"1,608",0,"1,608"
28/6/2024,2024,6,MNE,Montenegro,Other,8,0,8,"1,616",0,"1,616"
29/6/2024,2024,6,MNE,Montenegro,Other,10,0,10,"1,626",0,"1,626"
30/6/2024,2024,6,MNE,Montenegro,Other,10,0,10,"1,636",0,"1,636"
20/1/2024,2024,1,ROU,Romania,Other,19,0,19,19,0,19
3/2/2024,2024,2,ROU,Romania,Other,3,0,3,22,0,22
4/2/2024,2024,2,ROU,Romania,Other,1,0,1,23,0,23
11/2/2024,2024,2,ROU,Romania,Other,18,0,18,41,0,41
13/2/2024,2024,2,ROU,Romania,Other,8,0,8,49,0,49
16/2/2024,2024,2,ROU,Romania,Other,43,0,43,92,0,92
22/2/2024,2024,2,ROU,Romania,Other,16,0,16,108,0,108
24/2/2024,2024,2,ROU,Romania,Other,13,0,13,121,0,121
29/2/2024,2024,2,ROU,Romania,Other,1,0,1,122,0,122
6/3/2024,2024,3,ROU,Romania,Other,29,0,29,151,0,151
16/3/2024,2024,3,ROU,Romania,Other,18,0,18,169,0,169
12/4/2024,2024,4,ROU,Romania,Other,9,0,9,178,0,178
14/5/2024,2024,5,ROU,Romania,Other,62,0,62,240,0,240
16/5/2024,2024,5,ROU,Romania,Other,5,0,5,245,0,245
17/5/2024,2024,5,ROU,Romania,Other,5,0,5,250,0,250
30/5/2024,2024,5,ROU,Romania,Other,23,0,23,273,0,273
20/6/2024,2024,6,ROU,Romania,Other,19,0,19,292,0,292
22/6/2024,2024,6,ROU,Romania,Other,11,0,11,303,0,303
23/6/2024,2024,6,ROU,Romania,Other,21,0,21,324,0,324
7/1/2024,2024,1,SRB,Serbia,Other,624,0,624,624,0,624
14/1/2024,2024,1,SRB,Serbia,Other,502,0,502,"1,126",0,"1,126"
21/1/2024,2024,1,SRB,Serbia,Other,772,0,772,"1,898",0,"1,898"
28/1/2024,2024,1,SRB,Serbia,Other,106,0,106,"2,004",0,"2,004"
31/1/2024,2024,1,SRB,Serbia,Other,778,0,778,"2,782",0,"2,782"
4/2/2024,2024,2,SRB,Serbia,Other,285,0,285,"3,067",0,"3,067"
11/2/2024,2024,2,SRB,Serbia,Other,328,0,328,"3,395",0,"3,395"
18/2/2024,2024,2,SRB,Serbia,Other,270,0,270,"3,665",0,"3,665"
25/2/2024,2024,2,SRB,Serbia,Other,214,0,214,"3,879",0,"3,879"
29/2/2024,2024,2,SRB,Serbia,Other,590,0,590,"4,469",0,"4,469"
3/3/2024,2024,3,SRB,Serbia,Other,303,0,303,"4,772",0,"4,772"
10/3/2024,2024,3,SRB,Serbia,Other,330,0,330,"5,102",0,"5,102"
17/3/2024,2024,3,SRB,Serbia,Other,271,0,271,"5,373",0,"5,373"
24/3/2024,2024,3,SRB,Serbia,Other,278,0,278,"5,651",0,"5,651"
31/3/2024,2024,3,SRB,Serbia,Other,108,0,108,"5,759",0,"5,759"
7/4/2024,2024,4,SRB,Serbia,Other,209,0,209,"5,968",0,"5,968"
14/4/2024,2024,4,SRB,Serbia,Other,132,0,132,"6,100",0,"6,100"
21/4/2024,2024,4,SRB,Serbia,Other,131,0,131,"6,231",0,"6,231"
28/4/2024,2024,4,SRB,Serbia,Other,268,0,268,"6,499",0,"6,499"
30/4/2024,2024,4,SRB,Serbia,Other,90,0,90,"6,589",0,"6,589"
5/5/2024,2024,5,SRB,Serbia,Other,256,0,256,"6,845",0,"6,845"
12/5/2024,2024,5,SRB,Serbia,Other,203,0,203,"7,048",0,"7,048"
19/5/2024,2024,5,SRB,Serbia,Other,237,0,237,"7,285",0,"7,285"
26/5/2024,2024,5,SRB,Serbia,Other,271,0,271,"7,556",0,"7,556"
31/5/2024,2024,5,SRB,Serbia,Other,106,0,106,"7,662",0,"7,662"
2/6/2024,2024,6,SRB,Serbia,Other,255,0,255,"7,917",0,"7,917"
9/6/2024,2024,6,SRB,Serbia,Other,266,0,266,"8,183",0,"8,183"
16/6/2024,2024,6,SRB,Serbia,Other,304,0,304,"8,487",0,"8,487"
23/6/2024,2024,6,SRB,Serbia,Other,110,0,110,"8,597",0,"8,597"
30/6/2024,2024,6,SRB,Serbia,Other,233,0,233,"8,830",0,"8,830"
31/1/2024,2024,1,SVN,Slovenia,Other,"3,430",0,"3,430","3,430",0,"3,430"
29/2/2024,2024,2,SVN,Slovenia,Other,"2,968",0,"2,968","6,398",0,"6,398"
31/3/2024,2024,3,SVN,Slovenia,Other,"3,412",0,"3,412","9,810",0,"9,810"
30/4/2024,2024,4,SVN,Slovenia,Other,"3,742",0,"3,742","13,552",0,"13,552"
31/5/2024,2024,5,SVN,Slovenia,Other,"3,866",0,"3,866","17,418",0,"17,418"
30/6/2024,2024,6,SVN,Slovenia,Other,"3,802",0,"3,802","21,220",0,"21,220"
31/1/2024,2024,1,XKX,Kosovo*,Other,28,0,28,28,0,28
29/2/2024,2024,2,XKX,Kosovo*,Other,62,0,62,90,0,90
31/3/2024,2024,3,XKX,Kosovo*,Other,148,0,148,238,0,238
30/4/2024,2024,4,XKX,Kosovo*,Other,58,0,58,296,0,296
31/5/2024,2024,5,XKX,Kosovo*,Other,57,0,57,353,0,353
30/6/2024,2024,6,XKX,Kosovo*,Other,55,0,55,408,0,408
